District,Month,Patients
Mymensingh,26/12/2022,1
Dhaka,27/12/2022,40
Chottogram,27/12/2022,18
Khulna,27/12/2022,0
Rangpur,27/12/2022,0
Rajshahi,27/12/2022,0
Barishal,27/12/2022,3
Sylet,27/12/2022,0
Mymensingh,27/12/2022,1
Dhaka,28/12/2022,39
Chottogram,28/12/2022,18
Khulna,28/12/2022,5
Rangpur,28/12/2022,1
Rajshahi,28/12/2022,0
Barishal,28/12/2022,4
Sylet,28/12/2022,0
Mymensingh,28/12/2022,0
Dhaka,29/12/2022,31
Chottogram,29/12/2022,19
Khulna,29/12/2022,4
Rangpur,29/12/2022,0
Rajshahi,29/12/2022,3
Barishal,29/12/2022,7
Sylet,29/12/2022,0
Mymensingh,29/12/2022,1
Dhaka,30/12/2022,6
Chottogram,30/12/2022,5
Khulna,30/12/2022,1
Rangpur,30/12/2022,0
Rajshahi,30/12/2022,2
Barishal,30/12/2022,0
Sylet,30/12/2022,0
Mymensingh,30/12/2022,0
Dhaka,31/12/2022,30
Chottogram,31/12/2022,11
Khulna,31/12/2022,1
Rangpur,31/12/2022,1
Rajshahi,31/12/2022,1
Barishal,31/12/2022,2
Sylet,31/12/2022,1
Mymensingh,31/12/2022,1
Dhaka,1/1/2023,39
Chottogram,1/1/2023,4
Khulna,1/1/2023,6
Rangpur,1/1/2023,0
Rajshahi,1/1/2023,1
Barishal,1/1/2023,6
Sylet,1/1/2023,0
Mymensingh,1/1/2023,3
Dhaka,2/1/2023,25
Chottogram,2/1/2023,8
Khulna,2/1/2023,0
Rangpur,2/1/2023,0
Rajshahi,2/1/2023,1
Barishal,2/1/2023,3
Sylet,2/1/2023,0
Mymensingh,2/1/2023,1
Dhaka,3/1/2023,23
Chottogram,3/1/2023,7
Khulna,3/1/2023,4
Rangpur,3/1/2023,0
Rajshahi,3/1/2023,0
Barishal,3/1/2023,5
Sylet,3/1/2023,0
Mymensingh,3/1/2023,0
Dhaka,4/1/2023,27
Chottogram,4/1/2023,15
Khulna,4/1/2023,2
Rangpur,4/1/2023,1
Rajshahi,4/1/2023,0
Barishal,4/1/2023,4
Sylet,4/1/2023,0
Mymensingh,4/1/2023,0
Dhaka,5/1/2023,25
Chottogram,5/1/2023,4
Khulna,5/1/2023,0
Rangpur,5/1/2023,1
Rajshahi,5/1/2023,0
Barishal,5/1/2023,1
Sylet,5/1/2023,0
Mymensingh,5/1/2023,0
Dhaka,6/1/2023,5
Chottogram,6/1/2023,2
Khulna,6/1/2023,2
Rangpur,6/1/2023,0
Rajshahi,6/1/2023,0
Barishal,6/1/2023,1
Sylet,6/1/2023,0
Mymensingh,6/1/2023,0
Dhaka,7/1/2023,14
Chottogram,7/1/2023,2
Khulna,7/1/2023,0
Rangpur,7/1/2023,0
Rajshahi,7/1/2023,0
Barishal,7/1/2023,0
Sylet,7/1/2023,0
Mymensingh,7/1/2023,0
Dhaka,8/1/2023,7
Chottogram,8/1/2023,8
Khulna,8/1/2023,1
Rangpur,8/1/2023,0
Rajshahi,8/1/2023,0
Barishal,8/1/2023,10
Sylet,8/1/2023,0
Mymensingh,8/1/2023,0
Dhaka,9/1/2023,12
Chottogram,9/1/2023,4
Khulna,9/1/2023,2
Rangpur,9/1/2023,0
Rajshahi,9/1/2023,0
Barishal,9/1/2023,2
Sylet,9/1/2023,0
Mymensingh,9/1/2023,0
Dhaka,10/1/2023,18
Chottogram,10/1/2023,13
Khulna,10/1/2023,1
Rangpur,10/1/2023,0
Rajshahi,10/1/2023,0
Barishal,10/1/2023,0
Sylet,10/1/2023,0
Mymensingh,10/1/2023,0
Dhaka,11/1/2023,0
Chottogram,11/1/2023,0
Khulna,11/1/2023,0
Rangpur,11/1/2023,0
Rajshahi,11/1/2023,0
Barishal,11/1/2023,0
Sylet,11/1/2023,0
Mymensingh,11/1/2023,0
Dhaka,12/1/2023,16
Chottogram,12/1/2023,0
Khulna,12/1/2023,0
Rangpur,12/1/2023,0
Rajshahi,12/1/2023,0
Barishal,12/1/2023,1
Sylet,12/1/2023,1
Mymensingh,12/1/2023,0
Dhaka,13/1/2023,4
Chottogram,13/1/2023,5
Khulna,13/1/2023,0
Rangpur,13/1/2023,0
Rajshahi,13/1/2023,0
Barishal,13/1/2023,0
Sylet,13/1/2023,1
Mymensingh,13/1/2023,0
Dhaka,14/1/2023,5
Chottogram,14/1/2023,0
Khulna,14/1/2023,0
Rangpur,14/1/2023,0
Rajshahi,14/1/2023,1
Barishal,14/1/2023,1
Sylet,14/1/2023,0
Mymensingh,14/1/2023,0
Dhaka,15/1/2023,9
Chottogram,15/1/2023,10
Khulna,15/1/2023,1
Rangpur,15/1/2023,0
Rajshahi,15/1/2023,1
Barishal,15/1/2023,1
Sylet,15/1/2023,0
Mymensingh,15/1/2023,0
Dhaka,16/1/2023,10
Chottogram,16/1/2023,3
Khulna,16/1/2023,0
Rangpur,16/1/2023,0
Rajshahi,16/1/2023,0
Barishal,16/1/2023,0
Sylet,16/1/2023,0
Mymensingh,16/1/2023,0
Dhaka,17/1/2023,6
Chottogram,17/1/2023,5
Khulna,17/1/2023,1
Rangpur,17/1/2023,0
Rajshahi,17/1/2023,0
Barishal,17/1/2023,0
Sylet,17/1/2023,0
Mymensingh,17/1/2023,0
Dhaka,18/1/2023,10
Chottogram,18/1/2023,2
Khulna,18/1/2023,1
Rangpur,18/1/2023,0
Rajshahi,18/1/2023,1
Barishal,18/1/2023,0
Sylet,18/1/2023,0
Mymensingh,18/1/2023,0
Dhaka,19/1/2023,12
Chottogram,19/1/2023,3
Khulna,19/1/2023,0
Rangpur,19/1/2023,0
Rajshahi,19/1/2023,0
Barishal,19/1/2023,0
Sylet,19/1/2023,0
Mymensingh,19/1/2023,0
Dhaka,20/1/2023,1
Chottogram,20/1/2023,0
Khulna,20/1/2023,0
Rangpur,20/1/2023,0
Rajshahi,20/1/2023,0
Barishal,20/1/2023,0
Sylet,20/1/2023,0
Mymensingh,20/1/2023,0
Dhaka,21/1/2023,9
Chottogram,21/1/2023,2
Khulna,21/1/2023,0
Rangpur,21/1/2023,0
Rajshahi,21/1/2023,0
Barishal,21/1/2023,0
Sylet,21/1/2023,0
Mymensingh,21/1/2023,0
Dhaka,22/1/2023,4
Chottogram,22/1/2023,1
Khulna,22/1/2023,0
Rangpur,22/1/2023,0
Rajshahi,22/1/2023,0
Barishal,22/1/2023,3
Sylet,22/1/2023,0
Mymensingh,22/1/2023,0
Dhaka,23/1/2023,9
Chottogram,23/1/2023,3
Khulna,23/1/2023,0
Rangpur,23/1/2023,0
Rajshahi,23/1/2023,0
Barishal,23/1/2023,2
Sylet,23/1/2023,0
Mymensingh,23/1/2023,0
Dhaka,24/1/2023,9
Chottogram,24/1/2023,3
Khulna,24/1/2023,0
Rangpur,24/1/2023,0
Rajshahi,24/1/2023,0
Barishal,24/1/2023,2
Sylet,24/1/2023,0
Mymensingh,24/1/2023,0
Dhaka,25/1/2023,7
Chottogram,25/1/2023,2
Khulna,25/1/2023,0
Rangpur,25/1/2023,0
Rajshahi,25/1/2023,1
Barishal,25/1/2023,2
Sylet,25/1/2023,0
Mymensingh,25/1/2023,0
Dhaka,26/1/2023,0
Chottogram,26/1/2023,0
Khulna,26/1/2023,0
Rangpur,26/1/2023,0
Rajshahi,26/1/2023,0
Barishal,26/1/2023,0
Sylet,26/1/2023,0
Mymensingh,26/1/2023,0
Dhaka,27/1/2023,2
Chottogram,27/1/2023,0
Khulna,27/1/2023,0
Rangpur,27/1/2023,0
Rajshahi,27/1/2023,0
Barishal,27/1/2023,0
Sylet,27/1/2023,0
Mymensingh,27/1/2023,0
Dhaka,28/1/2023,3
Chottogram,28/1/2023,1
Khulna,28/1/2023,0
Rangpur,28/1/2023,0
Rajshahi,28/1/2023,0
Barishal,28/1/2023,2
Sylet,28/1/2023,0
Mymensingh,28/1/2023,0
Dhaka,29/1/2023,8
Chottogram,29/1/2023,4
Khulna,29/1/2023,2
Rangpur,29/1/2023,0
Rajshahi,29/1/2023,0
Barishal,29/1/2023,0
Sylet,29/1/2023,0
Mymensingh,29/1/2023,0
Dhaka,30/1/2023,4
Chottogram,30/1/2023,0
Khulna,30/1/2023,0
Rangpur,30/1/2023,0
Rajshahi,30/1/2023,1
Barishal,30/1/2023,1
Sylet,30/1/2023,0
Mymensingh,30/1/2023,0
Dhaka,31/1/2023,7
Chottogram,31/1/2023,2
Khulna,31/1/2023,2
Rangpur,31/1/2023,0
Rajshahi,31/1/2023,1
Barishal,31/1/2023,3
Sylet,31/1/2023,0
Mymensingh,31/1/2023,0
Dhaka,1/2/2023,2
Chottogram,1/2/2023,0
Khulna,1/2/2023,0
Rangpur,1/2/2023,0
Rajshahi,1/2/2023,0
Barishal,1/2/2023,0
Sylet,1/2/2023,0
Mymensingh,1/2/2023,0
Dhaka,2/2/2023,4
Chottogram,2/2/2023,2
Khulna,2/2/2023,0
Rangpur,2/2/2023,0
Rajshahi,2/2/2023,0
Barishal,2/2/2023,0
Sylet,2/2/2023,0
Mymensingh,2/2/2023,0
Dhaka,3/2/2023,2
Chottogram,3/2/2023,0
Khulna,3/2/2023,0
Rangpur,3/2/2023,0
Rajshahi,3/2/2023,0
Barishal,3/2/2023,0
Sylet,3/2/2023,0
Mymensingh,3/2/2023,0
Dhaka,4/2/2023,7
Chottogram,4/2/2023,3
Khulna,4/2/2023,0
Rangpur,4/2/2023,0
Rajshahi,4/2/2023,0
Barishal,4/2/2023,0
Sylet,4/2/2023,0
Mymensingh,4/2/2023,0
Dhaka,5/2/2023,3
Chottogram,5/2/2023,2
Khulna,5/2/2023,0
Rangpur,5/2/2023,0
Rajshahi,5/2/2023,0
Barishal,5/2/2023,0
Sylet,5/2/2023,0
Mymensingh,5/2/2023,0
Dhaka,6/2/2023,7
Chottogram,6/2/2023,4
Khulna,6/2/2023,0
Rangpur,6/2/2023,0
Rajshahi,6/2/2023,0
Barishal,6/2/2023,0
Sylet,6/2/2023,0
Mymensingh,6/2/2023,0
Dhaka,7/2/2023,4
Chottogram,7/2/2023,2
Khulna,7/2/2023,0
Rangpur,7/2/2023,0
Rajshahi,7/2/2023,0
Barishal,7/2/2023,1
Sylet,7/2/2023,0
Mymensingh,7/2/2023,0
Dhaka,8/2/2023,5
Chottogram,8/2/2023,3
Khulna,8/2/2023,1
Rangpur,8/2/2023,0
Rajshahi,8/2/2023,0
Barishal,8/2/2023,0
Sylet,8/2/2023,0
Mymensingh,8/2/2023,0
Dhaka,9/2/2023,3
Chottogram,9/2/2023,0
Khulna,9/2/2023,0
Rangpur,9/2/2023,0
Rajshahi,9/2/2023,0
Barishal,9/2/2023,3
Sylet,9/2/2023,0
Mymensingh,9/2/2023,0
Dhaka,10/2/2023,30
Chottogram,10/2/2023,0
Khulna,10/2/2023,0
Rangpur,10/2/2023,0
Rajshahi,10/2/2023,0
Barishal,10/2/2023,0
Sylet,10/2/2023,0
Mymensingh,10/2/2023,0
Dhaka,11/2/2023,42
Chottogram,11/2/2023,1
Khulna,11/2/2023,0
Rangpur,11/2/2023,0
Rajshahi,11/2/2023,0
Barishal,11/2/2023,0
Sylet,11/2/2023,0
Mymensingh,11/2/2023,0
Dhaka,12/2/2023,6
Chottogram,12/2/2023,0
Khulna,12/2/2023,0
Rangpur,12/2/2023,0
Rajshahi,12/2/2023,0
Barishal,12/2/2023,8
Sylet,12/2/2023,0
Mymensingh,12/2/2023,0
Dhaka,13/2/2023,3
Chottogram,13/2/2023,2
Khulna,13/2/2023,0
Rangpur,13/2/2023,0
Rajshahi,13/2/2023,0
Barishal,13/2/2023,0
Sylet,13/2/2023,0
Mymensingh,13/2/2023,0
Dhaka,14/2/2023,6
Chottogram,14/2/2023,4
Khulna,14/2/2023,0
Rangpur,14/2/2023,0
Rajshahi,14/2/2023,0
Barishal,14/2/2023,0
Sylet,14/2/2023,0
Mymensingh,14/2/2023,0
Dhaka,15/2/2023,6
Chottogram,15/2/2023,2
Khulna,15/2/2023,0
Rangpur,15/2/2023,0
Rajshahi,15/2/2023,0
Barishal,15/2/2023,0
Sylet,15/2/2023,0
Mymensingh,15/2/2023,0
Dhaka,16/2/2023,0
Chottogram,16/2/2023,0
Khulna,16/2/2023,0
Rangpur,16/2/2023,0
Rajshahi,16/2/2023,0
Barishal,16/2/2023,0
Sylet,16/2/2023,0
Mymensingh,16/2/2023,0
Dhaka,17/2/2023,0
Chottogram,17/2/2023,0
Khulna,17/2/2023,0
Rangpur,17/2/2023,0
Rajshahi,17/2/2023,0
Barishal,17/2/2023,0
Sylet,17/2/2023,0
Mymensingh,17/2/2023,0
Dhaka,18/2/2023,0
Chottogram,18/2/2023,3
Khulna,18/2/2023,2
Rangpur,18/2/2023,0
Rajshahi,18/2/2023,0
Barishal,18/2/2023,0
Sylet,18/2/2023,0
Mymensingh,18/2/2023,0
Dhaka,19/2/2023,3
Chottogram,19/2/2023,0
Khulna,19/2/2023,0
Rangpur,19/2/2023,0
Rajshahi,19/2/2023,0
Barishal,19/2/2023,1
Sylet,19/2/2023,0
Mymensingh,19/2/2023,0
Dhaka,20/2/2023,2
Chottogram,20/2/2023,2
Khulna,20/2/2023,0
Rangpur,20/2/2023,0
Rajshahi,20/2/2023,0
Barishal,20/2/2023,0
Sylet,20/2/2023,0
Mymensingh,20/2/2023,0
Dhaka,21/2/2023,1
Chottogram,21/2/2023,0
Khulna,21/2/2023,0
Rangpur,21/2/2023,0
Rajshahi,21/2/2023,0
Barishal,21/2/2023,0
Sylet,21/2/2023,0
Mymensingh,21/2/2023,0
Dhaka,22/2/2023,4
Chottogram,22/2/2023,3
Khulna,22/2/2023,0
Rangpur,22/2/2023,0
Rajshahi,22/2/2023,0
Barishal,22/2/2023,1
Sylet,22/2/2023,0
Mymensingh,22/2/2023,0
Dhaka,23/2/2023,4
Chottogram,23/2/2023,0
Khulna,23/2/2023,0
Rangpur,23/2/2023,0
Rajshahi,23/2/2023,0
Barishal,23/2/2023,1
Sylet,23/2/2023,0
Mymensingh,23/2/2023,0
Dhaka,24/2/2023,0
Chottogram,24/2/2023,0
Khulna,24/2/2023,0
Rangpur,24/2/2023,0
Rajshahi,24/2/2023,0
Barishal,24/2/2023,2
Sylet,24/2/2023,0
Mymensingh,24/2/2023,0
Dhaka,25/2/2023,3
Chottogram,25/2/2023,0
Khulna,25/2/2023,1
Rangpur,25/2/2023,0
Rajshahi,25/2/2023,0
Barishal,25/2/2023,0
Sylet,25/2/2023,0
Mymensingh,25/2/2023,0
Dhaka,26/2/2023,3
Chottogram,26/2/2023,2
Khulna,26/2/2023,3
Rangpur,26/2/2023,0
Rajshahi,26/2/2023,0
Barishal,26/2/2023,0
Sylet,26/2/2023,0
Mymensingh,26/2/2023,0
Dhaka,27/2/2023,1
Chottogram,27/2/2023,1
Khulna,27/2/2023,0
Rangpur,27/2/2023,0
Rajshahi,27/2/2023,0
Barishal,27/2/2023,0
Sylet,27/2/2023,0
Mymensingh,27/2/2023,1
Dhaka,28/2/2023,0
Chottogram,28/2/2023,1
Khulna,28/2/2023,0
Rangpur,28/2/2023,0
Rajshahi,28/2/2023,0
Barishal,28/2/2023,1
Sylet,28/2/2023,0
Mymensingh,28/2/2023,0
Dhaka,1/3/2023,2
Chottogram,1/3/2023,1
Khulna,1/3/2023,0
Rangpur,1/3/2023,0
Rajshahi,1/3/2023,0
Barishal,1/3/2023,0
Sylet,1/3/2023,0
Mymensingh,1/3/2023,0
Dhaka,2/3/2023,6
Chottogram,2/3/2023,4
Khulna,2/3/2023,0
Rangpur,2/3/2023,0
Rajshahi,2/3/2023,0
Barishal,2/3/2023,6
Sylet,2/3/2023,0
Mymensingh,2/3/2023,0
Dhaka,3/3/2023,0
Chottogram,3/3/2023,0
Khulna,3/3/2023,0
Rangpur,3/3/2023,0
Rajshahi,3/3/2023,0
Barishal,3/3/2023,0
Sylet,3/3/2023,0
Mymensingh,3/3/2023,1
Dhaka,4/3/2023,1
Chottogram,4/3/2023,0
Khulna,4/3/2023,1
Rangpur,4/3/2023,0
Rajshahi,4/3/2023,0
Barishal,4/3/2023,0
Sylet,4/3/2023,0
Mymensingh,4/3/2023,0
Dhaka,5/3/2023,4
Chottogram,5/3/2023,0
Khulna,5/3/2023,0
Rangpur,5/3/2023,0
Rajshahi,5/3/2023,0
Barishal,5/3/2023,0
Sylet,5/3/2023,0
Mymensingh,5/3/2023,0
Dhaka,6/3/2023,5
Chottogram,6/3/2023,2
Khulna,6/3/2023,0
Rangpur,6/3/2023,0
Rajshahi,6/3/2023,0
Barishal,6/3/2023,1
Sylet,6/3/2023,0
Mymensingh,6/3/2023,0
Dhaka,7/3/2023,2
Chottogram,7/3/2023,0
Khulna,7/3/2023,0
Rangpur,7/3/2023,0
Rajshahi,7/3/2023,0
Barishal,7/3/2023,0
Sylet,7/3/2023,0
Mymensingh,7/3/2023,0
Dhaka,8/3/2023,1
Chottogram,8/3/2023,0
Khulna,8/3/2023,0
Rangpur,8/3/2023,0
Rajshahi,8/3/2023,0
Barishal,8/3/2023,0
Sylet,8/3/2023,0
Mymensingh,8/3/2023,0
Dhaka,9/3/2023,7
Chottogram,9/3/2023,0
Khulna,9/3/2023,0
Rangpur,9/3/2023,0
Rajshahi,9/3/2023,0
Barishal,9/3/2023,0
Sylet,9/3/2023,0
Mymensingh,9/3/2023,0
Dhaka,10/3/2023,0
Chottogram,10/3/2023,0
Khulna,10/3/2023,0
Rangpur,10/3/2023,0
Rajshahi,10/3/2023,0
Barishal,10/3/2023,1
Sylet,10/3/2023,0
Mymensingh,10/3/2023,0
Dhaka,11/3/2023,2
Chottogram,11/3/2023,0
Khulna,11/3/2023,0
Rangpur,11/3/2023,0
Rajshahi,11/3/2023,0
Barishal,11/3/2023,0
Sylet,11/3/2023,0
Mymensingh,11/3/2023,0
Dhaka,12/3/2023,2
Chottogram,12/3/2023,1
Khulna,12/3/2023,0
Rangpur,12/3/2023,0
Rajshahi,12/3/2023,0
Barishal,12/3/2023,0
Sylet,12/3/2023,0
Mymensingh,12/3/2023,0
Dhaka,13/3/2023,4
Chottogram,13/3/2023,0
Khulna,13/3/2023,0
Rangpur,13/3/2023,0
Rajshahi,13/3/2023,0
Barishal,13/3/2023,0
Sylet,13/3/2023,0
Mymensingh,13/3/2023,0
Dhaka,14/3/2023,2
Chottogram,14/3/2023,0
Khulna,14/3/2023,0
Rangpur,14/3/2023,0
Rajshahi,14/3/2023,0
Barishal,14/3/2023,0
Sylet,14/3/2023,0
Mymensingh,14/3/2023,0
Dhaka,15/3/2023,2
Chottogram,15/3/2023,1
Khulna,15/3/2023,0
Rangpur,15/3/2023,0
Rajshahi,15/3/2023,0
Barishal,15/3/2023,2
Sylet,15/3/2023,0
Mymensingh,15/3/2023,0
Dhaka,16/3/2023,3
Chottogram,16/3/2023,0
Khulna,16/3/2023,0
Rangpur,16/3/2023,0
Rajshahi,16/3/2023,0
Barishal,16/3/2023,0
Sylet,16/3/2023,0
Mymensingh,16/3/2023,0
Dhaka,17/3/2023,0
Chottogram,17/3/2023,0
Khulna,17/3/2023,0
Rangpur,17/3/2023,0
Rajshahi,17/3/2023,0
Barishal,17/3/2023,0
Sylet,17/3/2023,0
Mymensingh,17/3/2023,0
Dhaka,18/3/2023,4
Chottogram,18/3/2023,0
Khulna,18/3/2023,0
Rangpur,18/3/2023,0
Rajshahi,18/3/2023,0
Barishal,18/3/2023,0
Sylet,18/3/2023,0
Mymensingh,18/3/2023,0
Dhaka,19/3/2023,3
Chottogram,19/3/2023,1
Khulna,19/3/2023,0
Rangpur,19/3/2023,0
Rajshahi,19/3/2023,0
Barishal,19/3/2023,0
Sylet,19/3/2023,0
Mymensingh,19/3/2023,0
Dhaka,20/3/2023,1
Chottogram,20/3/2023,1
Khulna,20/3/2023,0
Rangpur,20/3/2023,0
Rajshahi,20/3/2023,0
Barishal,20/3/2023,0
Sylet,20/3/2023,0
Mymensingh,20/3/2023,0
Dhaka,21/3/2023,1
Chottogram,21/3/2023,1
Khulna,21/3/2023,0
Rangpur,21/3/2023,0
Rajshahi,21/3/2023,0
Barishal,21/3/2023,2
Sylet,21/3/2023,0
Mymensingh,21/3/2023,0
Dhaka,22/3/2023,4
Chottogram,22/3/2023,0
Khulna,22/3/2023,0
Rangpur,22/3/2023,0
Rajshahi,22/3/2023,0
Barishal,22/3/2023,1
Sylet,22/3/2023,0
Mymensingh,22/3/2023,0
Dhaka,23/3/2023,1
Chottogram,23/3/2023,0
Khulna,23/3/2023,0
Rangpur,23/3/2023,0
Rajshahi,23/3/2023,0
Barishal,23/3/2023,0
Sylet,23/3/2023,0
Mymensingh,23/3/2023,0
Dhaka,24/3/2023,0
Chottogram,24/3/2023,0
Khulna,24/3/2023,0
Rangpur,24/3/2023,0
Rajshahi,24/3/2023,0
Barishal,24/3/2023,0
Sylet,24/3/2023,0
Mymensingh,24/3/2023,0
Dhaka,25/3/2023,5
Chottogram,25/3/2023,1
Khulna,25/3/2023,0
Rangpur,25/3/2023,0
Rajshahi,25/3/2023,0
Barishal,25/3/2023,0
Sylet,25/3/2023,0
Mymensingh,25/3/2023,0
Dhaka,26/3/2023,0
Chottogram,26/3/2023,0
Khulna,26/3/2023,0
Rangpur,26/3/2023,0
Rajshahi,26/3/2023,0
Barishal,26/3/2023,0
Sylet,26/3/2023,0
Mymensingh,26/3/2023,0
Dhaka,27/3/2023,4
Chottogram,27/3/2023,0
Khulna,27/3/2023,0
Rangpur,27/3/2023,0
Rajshahi,27/3/2023,0
Barishal,27/3/2023,0
Sylet,27/3/2023,0
Mymensingh,27/3/2023,0
Dhaka,28/3/2023,5
Chottogram,28/3/2023,1
Khulna,28/3/2023,0
Rangpur,28/3/2023,0
Rajshahi,28/3/2023,0
Barishal,28/3/2023,0
Sylet,28/3/2023,0
Mymensingh,28/3/2023,0
Dhaka,29/3/2023,2
Chottogram,29/3/2023,0
Khulna,29/3/2023,0
Rangpur,29/3/2023,0
Rajshahi,29/3/2023,0
Barishal,29/3/2023,0
Sylet,29/3/2023,0
Mymensingh,29/3/2023,0
Dhaka,30/3/2023,3
Chottogram,30/3/2023,3
Khulna,30/3/2023,0
Rangpur,30/3/2023,0
Rajshahi,30/3/2023,0
Barishal,30/3/2023,0
Sylet,30/3/2023,0
Mymensingh,30/3/2023,0
Dhaka,31/3/2023,0
Chottogram,31/3/2023,0
Khulna,31/3/2023,0
Rangpur,31/3/2023,0
Rajshahi,31/3/2023,0
Barishal,31/3/2023,0
Sylet,31/3/2023,0
Mymensingh,31/3/2023,0
Dhaka,1/4/2023,4
Chottogram,1/4/2023,0
Khulna,1/4/2023,0
Rangpur,1/4/2023,0
Rajshahi,1/4/2023,0
Barishal,1/4/2023,0
Sylet,1/4/2023,0
Mymensingh,1/4/2023,0
Dhaka,2/4/2023,1
Chottogram,2/4/2023,1
Khulna,2/4/2023,0
Rangpur,2/4/2023,0
Rajshahi,2/4/2023,0
Barishal,2/4/2023,1
Sylet,2/4/2023,0
Mymensingh,2/4/2023,0
Dhaka,3/4/2023,0
Chottogram,3/4/2023,0
Khulna,3/4/2023,0
Rangpur,3/4/2023,0
Rajshahi,3/4/2023,0
Barishal,3/4/2023,2
Sylet,3/4/2023,0
Mymensingh,3/4/2023,0
Dhaka,4/4/2023,5
Chottogram,4/4/2023,0
Khulna,4/4/2023,0
Rangpur,4/4/2023,0
Rajshahi,4/4/2023,0
Barishal,4/4/2023,0
Sylet,4/4/2023,0
Mymensingh,4/4/2023,0
Dhaka,5/4/2023,5
Chottogram,5/4/2023,0
Khulna,5/4/2023,0
Rangpur,5/4/2023,0
Rajshahi,5/4/2023,0
Barishal,5/4/2023,0
Sylet,5/4/2023,0
Mymensingh,5/4/2023,0
Dhaka,6/4/2023,8
Chottogram,6/4/2023,1
Khulna,6/4/2023,2
Rangpur,6/4/2023,0
Rajshahi,6/4/2023,0
Barishal,6/4/2023,1
Sylet,6/4/2023,0
Mymensingh,6/4/2023,0
Dhaka,7/4/2023,0
Chottogram,7/4/2023,0
Khulna,7/4/2023,0
Rangpur,7/4/2023,0
Rajshahi,7/4/2023,0
Barishal,7/4/2023,0
Sylet,7/4/2023,0
Mymensingh,7/4/2023,0
Dhaka,8/4/2023,1
Chottogram,8/4/2023,0
Khulna,8/4/2023,0
Rangpur,8/4/2023,0
Rajshahi,8/4/2023,0
Barishal,8/4/2023,0
Sylet,8/4/2023,0
Mymensingh,8/4/2023,0
Dhaka,9/4/2023,4
Chottogram,9/4/2023,0
Khulna,9/4/2023,0
Rangpur,9/4/2023,0
Rajshahi,9/4/2023,0
Barishal,9/4/2023,0
Sylet,9/4/2023,0
Mymensingh,9/4/2023,0
Dhaka,10/4/2023,7
Chottogram,10/4/2023,1
Khulna,10/4/2023,1
Rangpur,10/4/2023,0
Rajshahi,10/4/2023,0
Barishal,10/4/2023,0
Sylet,10/4/2023,0
Mymensingh,10/4/2023,0
Dhaka,11/4/2023,5
Chottogram,11/4/2023,1
Khulna,11/4/2023,0
Rangpur,11/4/2023,0
Rajshahi,11/4/2023,0
Barishal,11/4/2023,0
Sylet,11/4/2023,0
Mymensingh,11/4/2023,0
Dhaka,12/4/2023,2
Chottogram,12/4/2023,2
Khulna,12/4/2023,0
Rangpur,12/4/2023,0
Rajshahi,12/4/2023,0
Barishal,12/4/2023,0
Sylet,12/4/2023,0
Mymensingh,12/4/2023,0
Dhaka,13/4/2023,3
Chottogram,13/4/2023,0
Khulna,13/4/2023,0
Rangpur,13/4/2023,0
Rajshahi,13/4/2023,0
Barishal,13/4/2023,0
Sylet,13/4/2023,0
Mymensingh,13/4/2023,0
Dhaka,14/4/2023,0
Chottogram,14/4/2023,0
Khulna,14/4/2023,0
Rangpur,14/4/2023,0
Rajshahi,14/4/2023,0
Barishal,14/4/2023,0
Sylet,14/4/2023,0
Mymensingh,14/4/2023,0
Dhaka,15/4/2023,0
Chottogram,15/4/2023,0
Khulna,15/4/2023,0
Rangpur,15/4/2023,0
Rajshahi,15/4/2023,0
Barishal,15/4/2023,0
Sylet,15/4/2023,0
Mymensingh,15/4/2023,0
Dhaka,16/4/2023,4
Chottogram,16/4/2023,1
Khulna,16/4/2023,0
Rangpur,16/4/2023,0
Rajshahi,16/4/2023,0
Barishal,16/4/2023,2
Sylet,16/4/2023,0
Mymensingh,16/4/2023,0
Dhaka,17/4/2023,2
Chottogram,17/4/2023,1
Khulna,17/4/2023,0
Rangpur,17/4/2023,0
Rajshahi,17/4/2023,0
Barishal,17/4/2023,0
Sylet,17/4/2023,0
Mymensingh,17/4/2023,1
Dhaka,18/4/2023,1
Chottogram,18/4/2023,6
Khulna,18/4/2023,0
Rangpur,18/4/2023,0
Rajshahi,18/4/2023,0
Barishal,18/4/2023,0
Sylet,18/4/2023,0
Mymensingh,18/4/2023,0
Dhaka,19/4/2023,0
Chottogram,19/4/2023,0
Khulna,19/4/2023,0
Rangpur,19/4/2023,0
Rajshahi,19/4/2023,0
Barishal,19/4/2023,0
Sylet,19/4/2023,0
Mymensingh,19/4/2023,0
Dhaka,20/4/2023,1
Chottogram,20/4/2023,0
Khulna,20/4/2023,0
Rangpur,20/4/2023,0
Rajshahi,20/4/2023,0
Barishal,20/4/2023,0
Sylet,20/4/2023,0
Mymensingh,20/4/2023,0
Dhaka,21/4/2023,0
Chottogram,21/4/2023,0
Khulna,21/4/2023,0
Rangpur,21/4/2023,0
Rajshahi,21/4/2023,0
Barishal,21/4/2023,0
Sylet,21/4/2023,0
Mymensingh,21/4/2023,0
Dhaka,22/4/2023,0
Chottogram,22/4/2023,0
Khulna,22/4/2023,0
Rangpur,22/4/2023,0
Rajshahi,22/4/2023,0
Barishal,22/4/2023,0
Sylet,22/4/2023,0
Mymensingh,22/4/2023,0
Dhaka,23/4/2023,0
Chottogram,23/4/2023,0
Khulna,23/4/2023,0
